18,29,39,7,42,34,5,38,21,36,15,23,3,32,37,20,31,41,4,11,26,8,33,50,40,25,45,13,22,43,30,6,24,1,27,48,2,10,16,14,19,49,9,47,28,44,17,35,12,46,
35,29,39,7,42,34,5,38,21,36,15,23,3,32,37,20,31,41,4,11,26,8,33,50,40,25,45,13,22,43,30,6,24,1,27,48,14,10,16,2,19,49,9,47,28,44,17,18,12,46,
35,29,39,7,42,34,5,38,21,36,15,23,3,32,37,20,31,41,4,11,26,8,33,50,40,25,45,13,22,43,30,6,24,1,27,48,49,10,16,2,19,14,9,47,28,44,17,18,12,46,
35,29,39,7,42,34,5,38,21,36,15,23,3,32,37,20,31,41,4,11,26,8,33,50,40,25,45,13,22,43,30,6,24,1,27,48,49,10,16,2,19,14,9,47,28,44,17,18,12,46,
35,29,39,7,42,34,5,12,21,36,15,23,3,32,37,20,31,41,4,11,26,8,33,50,40,25,45,13,22,43,30,6,24,1,27,48,49,10,16,2,19,14,9,47,28,44,17,18,38,46,
35,29,39,7,42,34,5,12,21,36,15,23,3,32,37,26,31,41,4,11,20,8,33,50,40,25,45,13,22,43,30,6,24,1,27,48,49,10,16,2,19,14,9,47,28,44,17,18,38,46,
35,29,39,7,42,34,5,12,21,36,15,23,3,37,32,26,31,41,4,11,20,8,33,50,40,25,45,13,22,43,30,6,24,1,27,48,49,10,16,2,19,14,9,47,28,44,17,18,38,46,
35,29,39,7,42,34,5,12,21,36,47,23,3,37,32,26,31,41,4,11,20,8,33,50,40,25,45,13,22,43,30,6,24,1,27,48,49,10,16,2,19,14,9,15,28,44,17,18,38,46,
35,29,39,5,42,34,7,12,21,36,47,23,3,37,32,26,31,41,4,11,20,8,33,50,40,25,45,13,22,43,30,6,24,1,27,48,49,10,16,2,19,14,9,15,28,44,17,18,38,46,
35,29,39,5,42,34,7,12,21,36,47,23,3,37,32,26,31,41,4,11,20,8,33,50,40,25,45,13,22,43,30,6,24,1,27,48,49,10,16,2,19,14,44,15,28,9,17,18,38,46,
35,29,39,5,42,34,7,12,21,36,47,23,3,37,32,26,31,41,4,11,20,8,33,50,40,25,45,13,22,43,30,6,24,1,27,48,16,10,49,2,19,14,44,15,28,9,17,18,38,46,
35,29,39,5,42,34,7,12,21,36,47,23,3,37,32,26,31,41,4,11,20,8,33,50,40,25,45,13,22,43,30,6,24,1,27,48,16,10,49,2,19,14,44,15,28,9,17,18,38,46,
35,29,39,5,42,34,7,12,21,40,47,23,3,37,32,26,31,41,4,11,20,8,33,50,36,25,45,13,22,43,30,6,24,1,27,48,16,10,49,2,19,14,44,15,28,9,17,18,38,46,
35,29,39,5,42,34,7,12,21,40,47,23,3,37,32,26,31,41,4,11,20,8,33,50,36,25,45,13,22,43,30,6,24,1,27,48,16,10,49,2,19,14,44,15,28,9,17,18,38,46,
35,29,39,5,42,34,7,12,21,40,47,23,3,37,32,26,31,41,4,11,20,8,33,50,36,25,45,13,22,43,30,6,24,1,27,48,16,10,49,2,19,14,44,15,28,9,17,18,38,46,
35,29,39,5,42,34,7,12,21,40,47,23,3,37,32,26,31,41,4,11,20,8,33,50,36,25,45,13,22,43,30,6,24,1,27,48,16,10,49,2,19,14,44,15,28,9,17,18,38,46,
35,29,39,5,42,34,7,12,21,40,47,23,3,37,32,26,31,41,4,11,20,8,33,50,36,25,45,13,22,43,30,6,24,1,27,48,16,10,49,2,19,14,44,15,28,9,17,18,38,46,
35,29,39,5,42,34,7,12,21,40,47,23,3,37,32,26,31,50,4,11,20,8,33,41,36,25,45,13,22,43,30,6,24,1,27,48,16,10,49,2,19,14,44,15,28,9,17,18,38,46,
35,29,39,5,42,34,7,12,21,8,47,23,3,37,32,26,31,50,4,11,20,40,33,41,36,25,45,13,22,43,30,6,24,1,27,48,16,10,49,2,19,14,44,15,28,9,17,18,38,46,
35,29,39,5,42,15,7,12,21,8,47,23,3,37,32,26,31,50,4,11,20,40,33,41,36,25,45,13,22,43,30,6,24,1,27,48,16,10,49,2,19,14,44,34,28,9,17,18,38,46,
35,29,39,5,42,43,7,12,21,8,47,23,3,37,32,26,31,50,4,11,20,40,33,41,36,25,45,13,22,15,30,6,24,1,27,48,16,10,49,2,19,14,44,34,28,9,17,18,38,46,
35,29,39,5,42,43,7,12,21,8,47,23,3,37,32,26,31,50,4,11,20,10,33,41,36,25,45,13,22,15,30,6,24,1,27,48,16,40,49,2,19,14,44,34,28,9,17,18,38,46,
