13,8,16,7,12,1,5,10,15,4,14,9,3,6,2,11,
13,8,16,7,4,1,5,12,14,10,15,9,3,6,2,11,
13,8,1,7,4,16,5,12,14,10,15,9,3,6,2,11,
13,8,1,7,15,16,5,12,14,10,4,9,3,6,2,11,
13,8,3,7,15,16,5,12,14,10,4,9,1,6,2,11,
13,8,3,7,15,16,5,1,14,10,4,9,12,6,2,11,
13,9,3,7,15,16,5,1,14,10,4,8,12,6,2,11,
13,9,3,7,15,16,5,1,14,10,4,8,12,11,2,6,
13,9,3,11,15,16,5,1,14,10,4,8,12,7,2,6,
13,9,8,11,15,16,5,1,14,10,4,3,12,7,2,6,
13,9,12,11,15,16,5,1,14,10,4,3,8,7,2,6,
13,9,12,11,3,16,5,1,14,10,4,15,8,7,2,6,
13,9,12,11,3,16,5,1,14,8,4,15,10,7,2,6,
13,9,12,11,3,16,5,1,14,8,4,15,10,7,2,6,
13,9,12,1,3,16,5,11,14,8,4,15,10,7,2,6,
13,3,12,1,9,16,5,11,14,8,4,15,10,7,2,6,
13,3,12,1,9,16,5,8,14,11,4,15,10,7,2,6,
13,3,12,1,9,16,5,8,14,11,4,15,10,7,2,6,
13,3,12,1,16,9,5,8,14,11,4,15,10,7,2,6,
13,3,12,1,16,9,5,8,14,11,4,15,2,7,10,6,
13,3,12,1,16,9,5,8,14,11,4,15,2,10,7,6,
13,3,12,1,16,9,5,8,14,11,15,4,2,10,7,6,
13,3,12,1,16,9,5,8,14,11,15,6,2,10,7,4,
6,3,12,1,16,9,5,8,14,11,15,13,2,10,7,4,
6,3,1,12,16,9,5,8,14,11,15,13,2,10,7,4,
6,3,1,12,16,9,5,8,14,4,15,13,2,10,7,11,
6,3,1,12,16,9,5,8,14,4,15,13,10,2,7,11,
6,10,1,12,16,9,5,8,14,4,15,13,3,2,7,11,
6,10,1,11,16,9,5,8,14,4,15,13,3,2,7,12,
6,10,1,11,16,9,5,14,8,4,15,13,3,2,7,12,
6,10,1,11,16,9,5,14,8,4,15,13,12,2,7,3,
6,10,1,11,9,16,5,14,8,4,15,13,12,2,7,3,
6,10,1,11,9,16,8,14,5,4,15,13,12,2,7,3,
6,10,1,11,9,16,8,14,5,4,15,13,12,7,2,3,
6,10,1,11,9,16,8,14,5,4,15,13,12,7,2,3,
6,10,1,11,9,4,8,14,5,16,15,13,12,7,2,3,
6,13,1,11,9,4,8,14,5,16,15,10,12,7,2,3,
6,13,1,11,9,4,8,14,5,16,15,10,12,7,2,3,
6,13,1,11,9,4,5,14,8,16,15,10,12,7,2,3,
6,13,1,11,9,15,5,14,8,16,4,10,12,7,2,3,
6,13,1,3,9,15,5,14,8,16,4,10,12,7,2,11,
5,13,1,3,9,15,6,14,8,16,4,10,12,7,2,11,
5,13,1,3,9,15,6,14,8,16,4,10,12,7,2,11,
5,13,1,3,9,15,6,14,8,16,4,10,12,7,2,11,
5,13,1,3,9,15,6,14,8,16,11,10,12,7,2,4,
5,13,1,3,9,15,6,14,8,16,10,11,12,7,2,4,
5,13,1,3,9,7,6,14,8,16,10,11,12,15,2,4,
5,13,1,3,9,7,6,10,8,16,14,11,12,15,2,4,
5,13,1,3,9,8,6,10,7,16,14,11,12,15,2,4,
5,13,3,1,9,8,6,10,7,16,14,11,12,15,2,4,
5,13,3,1,9,8,6,10,7,16,14,4,12,15,2,11,
5,13,3,1,9,8,6,10,7,16,14,4,12,15,11,2,
5,13,3,1,9,8,6,10,7,16,14,4,12,15,11,2,
10,13,3,1,9,8,6,5,7,16,14,4,12,15,11,2,
10,13,3,1,9,8,6,5,7,16,14,4,12,15,11,2,
16,13,3,1,9,8,6,5,7,10,14,4,12,15,11,2,
16,13,3,1,9,8,2,5,7,10,14,4,12,15,11,6,
16,13,3,1,9,8,2,5,7,10,6,4,12,15,11,14,
16,6,3,1,9,8,2,5,7,10,13,4,12,15,11,14,
16,14,3,1,9,8,2,5,7,10,13,4,12,15,11,6,
16,14,3,1,9,7,2,5,8,10,13,4,12,15,11,6,
16,14,12,1,9,7,2,5,8,10,13,4,3,15,11,6,
16,14,12,1,9,7,2,5,8,10,13,4,3,15,11,6,
16,14,12,1,9,7,2,11,8,10,13,4,3,15,5,6,
16,14,15,1,9,7,2,11,8,10,13,4,3,12,5,6,
16,14,15,1,9,7,2,11,8,10,13,4,3,12,5,6,
16,14,15,1,9,7,2,11,8,10,13,4,3,12,5,6,
16,14,15,1,9,3,2,11,8,10,13,4,7,12,5,6,
16,15,14,1,9,3,2,11,8,10,13,4,7,12,5,6,
16,8,14,1,9,3,2,11,15,10,13,4,7,12,5,6,
16,8,12,1,9,3,2,11,15,10,13,4,7,14,5,6,
16,8,12,1,9,11,2,3,15,10,13,4,7,14,5,6,
16,8,12,1,9,6,2,3,15,10,13,4,7,14,5,11,
16,8,14,1,9,6,2,3,15,10,13,4,7,12,5,11,
16,8,14,1,9,6,2,3,15,10,13,4,7,12,5,11,
16,8,6,1,9,14,2,3,15,10,13,4,7,12,5,11,
16,14,6,1,9,8,2,3,15,10,13,4,7,12,5,11,
16,14,6,1,9,8,2,3,15,11,13,4,7,12,5,10,
16,14,6,1,9,8,2,3,15,11,13,4,5,12,7,10,
16,14,6,8,9,1,2,3,15,11,13,4,5,12,7,10,
16,14,6,8,9,1,2,13,15,11,3,4,5,12,7,10,
16,14,6,8,9,1,2,13,15,11,3,4,5,12,7,10,
16,14,6,8,9,1,2,13,15,11,5,4,3,12,7,10,
16,14,15,8,9,1,2,13,6,11,5,4,3,12,7,10,
16,14,15,8,9,1,2,13,6,11,5,4,3,12,7,10,
16,14,15,8,11,1,2,13,6,9,5,4,3,12,7,10,
16,14,15,8,11,1,2,13,6,9,5,4,3,12,7,10,
16,14,15,8,11,1,2,13,6,9,5,4,12,3,7,10,
16,14,15,8,11,1,2,13,6,9,5,7,12,3,4,10,
16,14,15,10,11,1,2,13,6,9,5,7,12,3,4,8,
16,14,15,10,1,11,2,13,6,9,5,7,12,3,4,8,
16,14,15,10,1,11,2,13,6,9,5,7,12,3,4,8,
16,14,15,10,1,11,2,13,6,9,5,7,12,4,3,8,
16,14,9,10,1,11,2,13,6,15,5,7,12,4,3,8,
16,14,9,10,1,11,2,13,6,7,5,15,12,4,3,8,
16,14,9,10,1,11,2,13,6,7,5,15,12,4,3,8,
16,14,9,10,1,11,2,13,6,7,5,15,12,4,3,8,
16,14,11,10,1,9,2,13,6,7,5,15,12,4,3,8,
16,14,11,10,1,9,2,13,6,7,3,15,12,4,5,8,
16,14,11,10,1,9,2,13,6,7,3,15,12,4,5,8,
16,14,11,10,1,9,2,4,6,7,3,15,12,13,5,8,
16,14,2,10,1,9,11,4,6,7,3,15,12,13,5,8,
16,14,2,10,1,4,11,9,6,7,3,15,12,13,5,8,
16,14,2,10,1,4,11,9,15,7,3,6,12,13,5,8,
16,14,2,10,1,4,11,9,3,7,15,6,12,13,5,8,
16,14,2,10,1,4,11,9,3,7,15,6,12,13,5,8,
16,1,2,10,14,4,11,9,3,7,15,6,12,13,5,8,
16,1,2,10,15,4,11,9,3,7,14,6,12,13,5,8,
16,1,2,10,15,4,11,8,3,7,14,6,12,13,5,9,
16,1,2,10,15,4,13,8,3,7,14,6,12,11,5,9,
7,1,2,10,15,4,13,8,3,16,14,6,12,11,5,9,
7,1,5,10,15,4,13,8,3,16,14,6,12,11,2,9,
7,1,5,10,15,4,13,8,3,14,16,6,12,11,2,9,
7,1,5,10,15,4,2,8,3,14,16,6,12,11,13,9,
7,1,12,10,15,4,2,8,3,14,16,6,5,11,13,9,
