13,8,16,7,12,1,5,14,10,4,15,9,3,6,2,11,
13,8,16,7,4,9,5,10,14,12,15,1,3,6,2,11,
13,8,16,7,4,9,5,1,14,12,15,10,3,6,2,11,
13,8,16,4,7,9,5,1,14,12,15,10,3,6,2,11,
13,8,16,4,15,9,5,1,14,12,7,10,3,6,2,11,
13,8,16,4,15,9,5,1,7,12,14,10,3,6,2,11,
13,8,16,4,15,9,5,1,7,12,14,10,3,6,2,11,
13,8,16,9,15,4,5,1,7,12,14,10,3,6,2,11,
13,8,16,9,14,4,5,1,7,12,15,10,3,6,2,11,
13,8,16,9,7,4,5,1,14,12,15,10,3,6,2,11,
13,8,16,9,7,4,5,1,14,12,15,10,3,11,2,6,
13,8,16,9,7,4,5,1,14,12,15,10,3,2,11,6,
7,8,16,9,13,4,5,1,14,12,15,10,3,2,11,6,
7,8,16,13,9,4,5,1,14,12,15,10,3,2,11,6,
7,8,16,6,9,4,5,1,14,12,15,10,3,2,11,13,
7,1,16,6,9,4,5,8,14,12,15,10,3,2,11,13,
7,1,16,6,9,4,15,8,14,12,5,10,3,2,11,13,
7,1,16,6,11,4,15,8,14,12,5,10,3,2,9,13,
10,1,16,6,11,4,15,8,14,12,5,7,3,2,9,13,
10,1,16,6,3,4,15,8,14,12,5,7,11,2,9,13,
10,1,16,11,3,4,15,8,14,12,5,7,6,2,9,13,
10,1,2,11,3,4,15,8,14,12,5,7,6,16,9,13,
10,1,2,11,3,4,15,8,14,12,5,7,6,16,9,13,
10,1,2,11,3,4,15,8,14,12,5,6,7,16,9,13,
10,1,2,11,3,4,15,8,14,12,5,6,7,16,13,9,
10,1,2,11,3,4,14,8,15,12,5,6,7,16,13,9,
10,3,2,11,1,4,14,8,15,12,5,6,7,16,13,9,
10,3,2,11,1,4,14,8,6,12,5,15,7,16,13,9,
10,14,2,11,1,4,3,8,6,12,5,15,7,16,13,9,
10,14,2,11,1,4,3,8,6,7,5,15,12,16,13,9,
10,14,2,11,1,4,3,8,6,12,5,15,7,16,13,9,
10,14,2,11,1,4,3,8,6,12,5,15,7,16,13,9,
10,14,9,11,1,4,3,8,6,12,5,15,7,16,13,2,
10,14,9,11,1,4,3,8,6,12,5,15,7,16,13,2,
11,14,9,10,1,4,3,8,6,12,5,15,7,16,13,2,
11,14,9,10,16,4,3,8,6,12,5,15,7,1,13,2,
11,14,9,10,16,13,3,8,6,12,5,15,7,1,4,2,
11,14,9,10,16,13,3,8,6,12,15,5,7,1,4,2,
11,14,9,10,5,13,3,8,6,12,15,16,7,1,4,2,
16,14,9,10,5,13,3,8,6,12,15,11,7,1,4,2,
16,14,9,10,5,13,3,8,6,12,15,11,7,1,4,2,
16,14,5,10,9,13,3,8,6,12,15,11,7,1,4,2,
16,14,5,10,9,13,3,8,6,12,4,11,7,1,15,2,
16,14,5,10,9,13,7,8,6,12,4,11,3,1,15,2,
16,14,5,10,9,13,7,8,6,11,4,12,3,1,15,2,
16,14,12,10,9,13,7,8,6,11,4,5,3,1,15,2,
16,14,12,10,9,15,7,8,6,11,4,5,3,1,13,2,
16,14,12,10,9,15,7,8,6,11,4,5,3,1,13,2,
16,14,12,10,9,15,7,8,6,11,4,5,3,1,13,2,
16,14,12,10,9,15,7,8,6,11,4,5,3,1,13,2,
16,14,12,10,9,15,7,8,6,11,2,5,3,1,13,4,
16,14,12,10,9,15,7,8,6,11,2,5,3,1,13,4,
16,8,12,10,9,15,7,14,6,11,2,5,3,1,13,4,
16,8,12,10,9,15,7,14,6,11,2,5,3,1,13,4,
16,8,12,10,9,15,7,14,6,11,2,1,3,5,13,4,
16,8,12,10,6,15,7,14,9,11,2,1,3,5,13,4,
16,8,12,10,6,15,7,14,9,11,2,1,3,5,13,4,
16,8,12,10,6,15,7,14,5,11,2,1,3,9,13,4,
16,8,12,10,6,15,7,14,5,11,4,1,3,9,13,2,
4,8,12,10,6,15,7,14,5,11,16,1,3,9,13,2,
4,8,12,10,6,14,7,15,5,11,16,1,3,9,13,2,
4,8,12,10,6,14,7,15,5,11,16,1,3,9,13,2,
4,8,12,10,6,14,7,15,5,11,16,1,3,9,13,2,
4,8,12,10,6,14,7,15,5,11,2,1,3,9,13,16,
4,8,12,10,6,14,7,15,5,11,2,1,3,9,13,16,
4,8,12,7,6,14,10,15,5,11,2,1,3,9,13,16,
4,8,12,7,6,14,10,15,5,11,2,1,3,9,13,16,
4,8,12,7,9,14,10,15,5,11,2,1,3,6,13,16,
4,8,12,7,9,1,10,15,5,11,2,14,3,6,13,16,
4,8,12,7,9,10,1,15,5,11,2,14,3,6,13,16,
4,8,12,7,9,15,1,10,5,11,2,14,3,6,13,16,
4,8,12,7,9,15,1,10,5,11,2,14,3,6,13,16,
4,8,12,7,9,15,1,10,5,11,2,14,3,6,16,13,
4,8,12,15,9,7,1,10,5,11,2,14,3,6,16,13,
4,8,12,15,9,7,1,10,5,11,2,14,3,6,16,13,
4,8,12,15,9,7,1,10,5,11,2,14,3,6,16,13,
4,15,12,8,9,7,1,10,5,11,2,14,3,6,16,13,
4,15,6,8,9,7,1,10,5,11,2,14,3,12,16,13,
4,15,6,10,9,7,1,8,5,11,2,14,3,12,16,13,
4,15,6,10,9,7,1,8,12,11,2,14,3,5,16,13,
15,4,6,10,9,7,1,8,12,11,2,14,3,5,16,13,
15,4,6,10,9,7,1,8,3,11,2,14,12,5,16,13,
15,4,6,10,9,7,16,8,3,11,2,14,12,5,1,13,
15,4,9,10,6,7,16,8,3,11,2,14,12,5,1,13,
15,4,9,10,6,7,16,8,5,11,2,14,12,3,1,13,
15,4,9,10,6,7,16,14,5,11,2,8,12,3,1,13,
16,4,9,10,6,7,15,14,5,11,2,8,12,3,1,13,
7,4,9,10,6,16,15,14,5,11,2,8,12,3,1,13,
7,4,9,10,6,16,15,14,5,11,2,8,12,3,1,13,
7,4,9,10,6,16,15,14,5,11,2,8,12,3,1,13,
7,4,2,10,6,16,15,14,5,11,9,8,12,3,1,13,
7,4,2,5,6,16,15,14,10,11,9,8,12,3,1,13,
7,4,2,5,6,16,15,14,10,11,9,8,12,3,1,13,
7,4,2,5,6,16,15,14,10,11,9,8,12,3,1,13,
10,4,2,5,6,16,15,14,7,11,9,8,12,3,1,13,
10,4,2,5,15,16,6,14,7,11,9,8,12,3,1,13,
10,4,2,13,15,16,6,14,7,11,9,8,12,3,1,5,
10,4,2,13,15,16,6,14,7,11,9,8,1,3,12,5,
10,4,2,13,15,16,6,14,11,7,9,8,1,3,12,5,
10,4,2,13,15,16,6,14,5,7,9,8,1,3,12,11,
10,4,2,13,15,16,6,14,5,7,9,8,1,3,12,11,
10,4,2,13,15,16,6,14,5,7,9,8,1,3,12,11,
10,4,2,13,9,16,6,14,5,7,15,8,1,3,12,11,
10,4,2,13,9,16,6,14,5,7,15,8,1,3,12,11,
12,4,2,13,9,16,6,14,5,7,15,8,1,3,10,11,
12,1,2,13,9,16,6,14,5,7,15,8,4,3,10,11,
